date,type,category,description,amount
2025-11-04,revenue,Consulting / Retainers,Rev txn,4292.7
2025-03-31,expense,Cost of Goods Sold (COGS),Exp txn,1373.99
2025-01-14,expense,Cost of Goods Sold (COGS),Exp txn,1139.43
2025-07-08,expense,Other Expense,Exp txn,1278.98
2025-10-10,expense,Cost of Goods Sold (COGS),Exp txn,1903.3
2025-11-08,revenue,Other Revenue,Rev txn,1037.1
2025-04-02,revenue,Product Sales,Rev txn,2314.85
2025-11-29,revenue,Subscription Income,Rev txn,3551.62
2025-02-24,revenue,Consulting / Retainers,Rev txn,999.67
2025-10-20,expense,Software & Subscriptions,Exp txn,34.06
2025-07-08,revenue,Consulting / Retainers,Rev txn,863.41
2025-12-24,revenue,Consulting / Retainers,Rev txn,1686.29
2025-01-14,expense,Software & Subscriptions,Exp txn,297.24
2025-02-11,revenue,Online / Digital Sales,Rev txn,4746.52
2025-08-31,revenue,Consulting / Retainers,Rev txn,4079.42
2025-08-02,expense,Marketing & Advertising,Exp txn,898.21
2025-08-25,revenue,Subscription Income,Rev txn,1658.33
2025-07-31,revenue,Service Revenue,Rev txn,614.14
2025-07-13,revenue,Service Revenue,Rev txn,4242.45
2025-02-21,revenue,Online / Digital Sales,Rev txn,3877.1
2025-11-12,expense,Cost of Goods Sold (COGS),Exp txn,872.25
2025-02-22,revenue,Subscription Income,Rev txn,1837.27
2025-03-26,revenue,Consulting / Retainers,Rev txn,1998.08
2025-08-18,revenue,Online / Digital Sales,Rev txn,1454.9
2025-01-13,revenue,Online / Digital Sales,Rev txn,749.67
2025-06-07,expense,Salaries & Wages,Exp txn,575.09
2025-08-18,revenue,Service Revenue,Rev txn,3554.97
2025-05-27,expense,Cost of Goods Sold (COGS),Exp txn,175.32
2025-06-09,revenue,Other Revenue,Rev txn,3241.13
2025-05-11,revenue,Online / Digital Sales,Rev txn,659.34
2025-11-23,revenue,Product Sales,Rev txn,2402.91
2025-03-08,revenue,Service Revenue,Rev txn,3771.4
2025-03-02,revenue,Other Revenue,Rev txn,2616.76
2025-05-11,revenue,Subscription Income,Rev txn,78.47
2025-03-07,expense,Marketing & Advertising,Exp txn,831.47
2025-06-18,expense,Marketing & Advertising,Exp txn,335.46
2025-06-22,revenue,Subscription Income,Rev txn,3994.77
2025-12-22,revenue,Service Revenue,Rev txn,1791.97
2025-02-09,expense,Marketing & Advertising,Exp txn,131.68
2025-03-26,revenue,Consulting / Retainers,Rev txn,3166.32
2025-12-09,revenue,Online / Digital Sales,Rev txn,3719.4
2025-10-23,expense,Rent / Office Space,Exp txn,118.93
2025-11-13,revenue,Subscription Income,Rev txn,4269.98
2025-05-14,revenue,Service Revenue,Rev txn,3761.19
2025-12-26,revenue,Product Sales,Rev txn,1939.76
2025-11-11,expense,Marketing & Advertising,Exp txn,1932.18
2025-03-15,revenue,Product Sales,Rev txn,2630.8
2025-08-15,revenue,Consulting / Retainers,Rev txn,3151.08
2025-10-31,revenue,Product Sales,Rev txn,2402.59
2025-08-24,expense,Salaries & Wages,Exp txn,834.09
2025-02-09,expense,Cost of Goods Sold (COGS),Exp txn,152.19
2025-10-21,expense,Rent / Office Space,Exp txn,1218.78
2025-05-31,expense,Software & Subscriptions,Exp txn,471.86
2025-06-05,revenue,Subscription Income,Rev txn,1307.74
2025-04-08,revenue,Online / Digital Sales,Rev txn,2506.83
2025-02-12,expense,Other Expense,Exp txn,1155.48
2025-10-22,revenue,Consulting / Retainers,Rev txn,3472.99
2025-03-23,revenue,Subscription Income,Rev txn,2407.5
2025-11-01,revenue,Service Revenue,Rev txn,245.98
2025-01-23,revenue,Consulting / Retainers,Rev txn,660.01
2025-12-01,expense,Software & Subscriptions,Exp txn,1344.35
2025-09-24,expense,Other Expense,Exp txn,185.0
2025-02-11,expense,Salaries & Wages,Exp txn,1167.32
2025-04-04,revenue,Other Revenue,Rev txn,3452.38
2025-09-16,expense,Other Expense,Exp txn,995.37
2025-09-25,revenue,Consulting / Retainers,Rev txn,790.26
2025-07-11,revenue,Other Revenue,Rev txn,3888.89
2025-05-12,revenue,Product Sales,Rev txn,3830.19
2025-01-13,expense,Marketing & Advertising,Exp txn,986.17
2025-10-30,revenue,Consulting / Retainers,Rev txn,2953.48
2025-11-12,revenue,Online / Digital Sales,Rev txn,4797.22
2025-05-25,expense,Cost of Goods Sold (COGS),Exp txn,1304.6
2025-10-19,revenue,Consulting / Retainers,Rev txn,4796.18
2025-05-23,revenue,Subscription Income,Rev txn,3100.9
2025-12-06,revenue,Service Revenue,Rev txn,3318.79
2025-11-08,expense,Other Expense,Exp txn,452.04
2025-12-07,revenue,Other Revenue,Rev txn,1621.04
2025-05-27,revenue,Consulting / Retainers,Rev txn,3179.75
2025-05-05,revenue,Service Revenue,Rev txn,2300.68
2025-05-06,revenue,Consulting / Retainers,Rev txn,3571.36
2025-10-12,revenue,Online / Digital Sales,Rev txn,3218.88
2025-08-17,revenue,Service Revenue,Rev txn,1296.45
2025-11-04,expense,Salaries & Wages,Exp txn,156.02
2025-02-06,expense,Rent / Office Space,Exp txn,452.16
2025-09-01,revenue,Other Revenue,Rev txn,687.64
2025-11-12,revenue,Online / Digital Sales,Rev txn,4851.12
2025-03-05,revenue,Product Sales,Rev txn,2297.68
2025-06-09,revenue,Consulting / Retainers,Rev txn,1758.61
2025-09-11,expense,Cost of Goods Sold (COGS),Exp txn,314.41
2025-01-21,revenue,Subscription Income,Rev txn,4161.96
2025-02-06,expense,Other Expense,Exp txn,298.13
2025-08-24,revenue,Subscription Income,Rev txn,2196.94
2025-12-04,revenue,Other Revenue,Rev txn,2558.64
2025-10-07,revenue,Other Revenue,Rev txn,1373.42
2025-07-20,revenue,Online / Digital Sales,Rev txn,1418.71
2025-11-07,expense,Marketing & Advertising,Exp txn,902.78
2025-09-26,revenue,Other Revenue,Rev txn,804.39
2025-02-08,revenue,Product Sales,Rev txn,3963.7
2025-09-28,revenue,Other Revenue,Rev txn,4876.87
2025-10-08,expense,Other Expense,Exp txn,143.8
2025-09-03,revenue,Service Revenue,Rev txn,2423.62
2025-05-20,expense,Cost of Goods Sold (COGS),Exp txn,218.46
2025-06-19,revenue,Service Revenue,Rev txn,4976.28
2025-08-08,expense,Salaries & Wages,Exp txn,1195.63
2025-04-03,revenue,Consulting / Retainers,Rev txn,1677.01
2025-12-25,revenue,Online / Digital Sales,Rev txn,4213.24
2025-05-30,expense,Marketing & Advertising,Exp txn,1146.11
2025-08-27,expense,Software & Subscriptions,Exp txn,1336.66
2025-01-27,revenue,Other Revenue,Rev txn,1268.57
2025-09-22,revenue,Other Revenue,Rev txn,3867.57
2025-12-17,expense,Cost of Goods Sold (COGS),Exp txn,159.76
2025-06-12,expense,Salaries & Wages,Exp txn,1774.32
2025-03-02,revenue,Online / Digital Sales,Rev txn,3538.42
2025-10-31,revenue,Consulting / Retainers,Rev txn,154.18
2025-03-12,revenue,Product Sales,Rev txn,1906.04
2025-05-12,revenue,Other Revenue,Rev txn,4745.58
2025-06-03,revenue,Product Sales,Rev txn,3268.73
2025-03-31,expense,Salaries & Wages,Exp txn,558.84
2025-02-17,revenue,Consulting / Retainers,Rev txn,1588.49
2025-04-28,revenue,Service Revenue,Rev txn,1185.45
2025-06-24,expense,Rent / Office Space,Exp txn,366.88
2025-08-15,expense,Cost of Goods Sold (COGS),Exp txn,1169.45
2025-11-12,revenue,Consulting / Retainers,Rev txn,737.37
2025-09-30,revenue,Subscription Income,Rev txn,3315.74
2025-10-15,revenue,Product Sales,Rev txn,4549.9
2025-08-06,revenue,Consulting / Retainers,Rev txn,2415.59
2025-10-16,revenue,Online / Digital Sales,Rev txn,3085.01
2025-06-13,revenue,Service Revenue,Rev txn,1540.53
2025-03-02,expense,Other Expense,Exp txn,1174.31
2025-03-12,expense,Rent / Office Space,Exp txn,221.54
2025-04-11,revenue,Online / Digital Sales,Rev txn,3079.31
2025-10-28,expense,Salaries & Wages,Exp txn,354.89
2025-09-27,expense,Rent / Office Space,Exp txn,406.33
2025-05-19,revenue,Product Sales,Rev txn,426.34
2025-09-02,revenue,Service Revenue,Rev txn,3274.4
2025-12-11,revenue,Other Revenue,Rev txn,4521.12
2025-10-30,expense,Salaries & Wages,Exp txn,1664.99
2025-03-01,revenue,Product Sales,Rev txn,1939.17
2025-02-02,revenue,Consulting / Retainers,Rev txn,4103.28
2025-03-19,expense,Salaries & Wages,Exp txn,1922.88
2025-01-21,revenue,Product Sales,Rev txn,524.36
2025-03-17,revenue,Subscription Income,Rev txn,798.76
2025-03-07,revenue,Other Revenue,Rev txn,872.32
2025-10-13,expense,Other Expense,Exp txn,1239.0
2025-05-03,revenue,Service Revenue,Rev txn,272.14
2025-08-01,revenue,Service Revenue,Rev txn,3266.21
2025-08-20,expense,Marketing & Advertising,Exp txn,1780.35
2025-11-22,revenue,Subscription Income,Rev txn,4343.47
2025-04-20,expense,Marketing & Advertising,Exp txn,1547.08
2025-06-08,expense,Cost of Goods Sold (COGS),Exp txn,94.73
2025-07-11,revenue,Product Sales,Rev txn,2379.73
2025-12-19,revenue,Product Sales,Rev txn,3834.19
2025-08-11,revenue,Online / Digital Sales,Rev txn,693.04
2025-09-12,expense,Salaries & Wages,Exp txn,945.09
2025-01-26,expense,Salaries & Wages,Exp txn,660.17
2025-08-07,expense,Salaries & Wages,Exp txn,433.29
2025-05-30,revenue,Product Sales,Rev txn,766.27
2025-06-21,revenue,Service Revenue,Rev txn,599.11
2025-07-15,revenue,Consulting / Retainers,Rev txn,2097.12
2025-11-02,revenue,Service Revenue,Rev txn,2379.8
2025-12-19,expense,Other Expense,Exp txn,771.81
2025-06-04,expense,Software & Subscriptions,Exp txn,1821.83
2025-09-17,expense,Other Expense,Exp txn,1318.34
2025-05-22,expense,Other Expense,Exp txn,1072.22
2025-11-06,expense,Salaries & Wages,Exp txn,1524.52
2025-02-11,expense,Rent / Office Space,Exp txn,553.94
2025-09-04,revenue,Product Sales,Rev txn,4093.39
2025-09-19,expense,Software & Subscriptions,Exp txn,92.48
2025-03-19,expense,Salaries & Wages,Exp txn,479.46
2025-07-25,revenue,Service Revenue,Rev txn,1710.74
2025-05-01,expense,Cost of Goods Sold (COGS),Exp txn,1143.64
2025-11-21,revenue,Subscription Income,Rev txn,1955.84
2025-12-03,revenue,Online / Digital Sales,Rev txn,4513.22
2025-09-10,expense,Other Expense,Exp txn,848.36
2025-09-30,expense,Cost of Goods Sold (COGS),Exp txn,1133.02
2025-10-28,expense,Salaries & Wages,Exp txn,526.52
2025-07-15,expense,Cost of Goods Sold (COGS),Exp txn,1886.08
2025-10-23,revenue,Online / Digital Sales,Rev txn,3849.49
2025-07-01,expense,Software & Subscriptions,Exp txn,1490.05
2025-12-17,expense,Rent / Office Space,Exp txn,1165.36
2025-05-16,expense,Salaries & Wages,Exp txn,969.47
2025-09-27,revenue,Subscription Income,Rev txn,3847.22
2025-02-21,revenue,Service Revenue,Rev txn,2120.74
2025-12-11,expense,Cost of Goods Sold (COGS),Exp txn,1139.96
2025-02-12,revenue,Service Revenue,Rev txn,695.13
2025-07-21,revenue,Consulting / Retainers,Rev txn,1889.38
2025-10-11,revenue,Consulting / Retainers,Rev txn,3229.94
2025-09-17,expense,Other Expense,Exp txn,559.61
2025-11-05,expense,Salaries & Wages,Exp txn,358.71
2025-07-24,revenue,Consulting / Retainers,Rev txn,1015.71
2025-03-16,revenue,Product Sales,Rev txn,4171.51
2025-01-31,revenue,Online / Digital Sales,Rev txn,4147.72
2025-11-27,revenue,Consulting / Retainers,Rev txn,4691.05
2025-07-23,expense,Cost of Goods Sold (COGS),Exp txn,899.01
2025-08-14,revenue,Subscription Income,Rev txn,4840.29
2025-01-18,revenue,Consulting / Retainers,Rev txn,2408.38
2025-04-09,revenue,Online / Digital Sales,Rev txn,259.96
2025-04-20,expense,Software & Subscriptions,Exp txn,136.38
2025-11-04,expense,Cost of Goods Sold (COGS),Exp txn,242.88
2025-02-23,revenue,Online / Digital Sales,Rev txn,1284.98
2025-05-29,revenue,Other Revenue,Rev txn,2662.83
2025-12-18,revenue,Subscription Income,Rev txn,3712.11
2025-02-25,revenue,Product Sales,Rev txn,4358.61
2025-02-10,revenue,Online / Digital Sales,Rev txn,666.88
2025-08-22,revenue,Service Revenue,Rev txn,4125.41
2025-08-06,revenue,Online / Digital Sales,Rev txn,3051.5
2025-09-14,revenue,Consulting / Retainers,Rev txn,2711.88
2025-05-04,expense,Rent / Office Space,Exp txn,1427.98
2025-07-05,revenue,Product Sales,Rev txn,612.11
2025-09-17,revenue,Other Revenue,Rev txn,1066.74
2025-04-23,expense,Cost of Goods Sold (COGS),Exp txn,414.16
2025-02-20,revenue,Other Revenue,Rev txn,1029.23
2025-05-19,revenue,Subscription Income,Rev txn,4880.1
2025-05-26,revenue,Subscription Income,Rev txn,3222.78
2025-06-28,expense,Marketing & Advertising,Exp txn,1822.92
2025-07-02,revenue,Subscription Income,Rev txn,3773.72
2025-12-10,revenue,Other Revenue,Rev txn,4331.23
2025-11-11,revenue,Online / Digital Sales,Rev txn,3007.49
2025-08-21,revenue,Other Revenue,Rev txn,3982.23
2025-10-20,revenue,Other Revenue,Rev txn,493.49
2025-12-17,expense,Software & Subscriptions,Exp txn,564.53
2025-07-28,expense,Other Expense,Exp txn,761.88
2025-12-12,revenue,Online / Digital Sales,Rev txn,2111.78
2025-11-04,revenue,Other Revenue,Rev txn,4938.88
2025-02-16,revenue,Other Revenue,Rev txn,3526.0
2025-04-01,revenue,Subscription Income,Rev txn,4114.04
2025-11-08,revenue,Subscription Income,Rev txn,2302.24
2025-11-07,expense,Software & Subscriptions,Exp txn,766.73
2025-11-01,revenue,Product Sales,Rev txn,2681.23
2025-01-09,revenue,Product Sales,Rev txn,4977.59
2025-08-12,revenue,Subscription Income,Rev txn,1784.07
2025-05-16,expense,Other Expense,Exp txn,416.11
2025-09-11,revenue,Subscription Income,Rev txn,2148.72
2025-10-16,revenue,Other Revenue,Rev txn,924.21
2025-12-12,expense,Other Expense,Exp txn,435.85
2025-01-27,expense,Marketing & Advertising,Exp txn,1930.73
2025-10-19,revenue,Service Revenue,Rev txn,984.86
2025-09-14,expense,Software & Subscriptions,Exp txn,603.7
2025-05-08,expense,Salaries & Wages,Exp txn,216.1
2025-03-17,revenue,Online / Digital Sales,Rev txn,2322.52
2025-05-11,revenue,Service Revenue,Rev txn,3491.47
2025-10-05,revenue,Subscription Income,Rev txn,1518.86
2025-09-10,expense,Rent / Office Space,Exp txn,68.05
2025-07-25,expense,Cost of Goods Sold (COGS),Exp txn,397.12
2025-01-02,revenue,Online / Digital Sales,Rev txn,3420.31
2025-07-12,expense,Rent / Office Space,Exp txn,1089.01
2025-06-29,expense,Cost of Goods Sold (COGS),Exp txn,29.77
2025-02-11,expense,Cost of Goods Sold (COGS),Exp txn,876.1
2025-11-25,revenue,Product Sales,Rev txn,3683.68
2025-04-16,expense,Salaries & Wages,Exp txn,1756.52
2025-07-14,expense,Rent / Office Space,Exp txn,296.95
2025-06-06,revenue,Subscription Income,Rev txn,4489.06
2025-05-21,expense,Other Expense,Exp txn,496.09
2025-11-13,revenue,Online / Digital Sales,Rev txn,2087.87
2025-05-22,revenue,Subscription Income,Rev txn,4967.39
2025-02-21,revenue,Other Revenue,Rev txn,4184.21
2025-10-25,expense,Salaries & Wages,Exp txn,881.93
2025-05-28,revenue,Subscription Income,Rev txn,2490.25
2025-06-15,revenue,Service Revenue,Rev txn,4143.7
2025-08-25,revenue,Other Revenue,Rev txn,2383.16
2025-02-11,expense,Marketing & Advertising,Exp txn,1649.52
2025-05-29,expense,Salaries & Wages,Exp txn,1943.53
2025-01-10,revenue,Product Sales,Rev txn,3980.85
2025-07-09,expense,Other Expense,Exp txn,66.04
2025-08-09,revenue,Service Revenue,Rev txn,3310.42
2025-02-15,expense,Marketing & Advertising,Exp txn,1149.46
2025-04-05,revenue,Product Sales,Rev txn,640.81
2025-07-13,revenue,Consulting / Retainers,Rev txn,1012.3
2025-06-17,revenue,Consulting / Retainers,Rev txn,2955.25
2025-01-11,revenue,Online / Digital Sales,Rev txn,2895.72
2025-11-08,expense,Other Expense,Exp txn,355.97
2025-09-11,revenue,Service Revenue,Rev txn,1658.23
2025-08-09,revenue,Consulting / Retainers,Rev txn,292.71
2025-01-01,revenue,Service Revenue,Rev txn,3314.72
2025-04-16,revenue,Service Revenue,Rev txn,1264.17
2025-08-01,expense,Software & Subscriptions,Exp txn,903.6
2025-06-12,revenue,Subscription Income,Rev txn,458.6
2025-01-12,expense,Software & Subscriptions,Exp txn,1217.33
2025-07-22,revenue,Other Revenue,Rev txn,3535.03
2025-07-07,revenue,Consulting / Retainers,Rev txn,4794.49
2025-10-06,expense,Cost of Goods Sold (COGS),Exp txn,63.31
2025-08-26,revenue,Other Revenue,Rev txn,4047.1
2025-04-15,revenue,Product Sales,Rev txn,3252.26
2025-04-14,revenue,Consulting / Retainers,Rev txn,1579.54
2025-01-26,revenue,Product Sales,Rev txn,4684.77
2025-12-22,revenue,Subscription Income,Rev txn,3794.78
2025-08-15,revenue,Other Revenue,Rev txn,3665.95
2025-01-16,revenue,Consulting / Retainers,Rev txn,1330.33
2025-06-27,revenue,Service Revenue,Rev txn,3497.45
2025-12-18,expense,Cost of Goods Sold (COGS),Exp txn,208.75
2025-11-24,revenue,Consulting / Retainers,Rev txn,644.0
2025-05-12,expense,Software & Subscriptions,Exp txn,1386.09
2025-12-19,revenue,Consulting / Retainers,Rev txn,4658.63
2025-10-04,expense,Salaries & Wages,Exp txn,492.14
2025-03-23,expense,Salaries & Wages,Exp txn,1985.06
2025-04-21,revenue,Consulting / Retainers,Rev txn,2138.11
2025-11-25,expense,Cost of Goods Sold (COGS),Exp txn,1370.68
2025-09-04,revenue,Consulting / Retainers,Rev txn,2603.28
2025-04-11,revenue,Consulting / Retainers,Rev txn,76.19
2025-12-24,expense,Cost of Goods Sold (COGS),Exp txn,1959.5
2025-02-05,expense,Marketing & Advertising,Exp txn,1500.94
2025-02-21,expense,Marketing & Advertising,Exp txn,479.34
2025-03-09,expense,Cost of Goods Sold (COGS),Exp txn,152.03
2025-10-23,revenue,Other Revenue,Rev txn,1496.01
2025-04-21,revenue,Service Revenue,Rev txn,1221.91
2025-12-15,expense,Marketing & Advertising,Exp txn,1628.45
2025-07-14,revenue,Online / Digital Sales,Rev txn,1924.23
2025-12-04,revenue,Service Revenue,Rev txn,3695.8
2025-05-09,expense,Salaries & Wages,Exp txn,42.32
2025-03-12,expense,Other Expense,Exp txn,1598.97
2025-01-20,expense,Cost of Goods Sold (COGS),Exp txn,1682.68
2025-05-24,expense,Rent / Office Space,Exp txn,636.32
2025-01-02,expense,Salaries & Wages,Exp txn,1523.1
2025-07-29,expense,Other Expense,Exp txn,600.05
2025-01-11,revenue,Other Revenue,Rev txn,3327.36
2025-02-27,expense,Marketing & Advertising,Exp txn,1731.73
2025-02-17,revenue,Consulting / Retainers,Rev txn,614.36
2025-11-29,expense,Other Expense,Exp txn,1644.03
2025-11-09,expense,Rent / Office Space,Exp txn,532.68
2025-06-02,revenue,Product Sales,Rev txn,680.6
2025-02-26,expense,Salaries & Wages,Exp txn,408.61
2025-04-22,expense,Cost of Goods Sold (COGS),Exp txn,911.6
2025-06-02,revenue,Subscription Income,Rev txn,647.41
2025-01-11,revenue,Consulting / Retainers,Rev txn,876.75
2025-11-14,expense,Rent / Office Space,Exp txn,1363.75
2025-06-29,expense,Other Expense,Exp txn,1581.31
2025-01-22,revenue,Online / Digital Sales,Rev txn,4291.17
2025-03-05,revenue,Other Revenue,Rev txn,1383.63
2025-06-14,revenue,Product Sales,Rev txn,1531.75
2025-04-13,revenue,Service Revenue,Rev txn,935.45
2025-06-22,revenue,Product Sales,Rev txn,428.84
2025-10-05,revenue,Other Revenue,Rev txn,1110.66
2025-05-02,expense,Cost of Goods Sold (COGS),Exp txn,1798.73
2025-12-01,expense,Other Expense,Exp txn,141.26
2025-05-15,expense,Other Expense,Exp txn,709.29
2025-10-07,revenue,Subscription Income,Rev txn,663.02
2025-11-22,revenue,Service Revenue,Rev txn,3494.99
2025-05-16,expense,Other Expense,Exp txn,449.0
2025-07-02,revenue,Subscription Income,Rev txn,3017.6
2025-04-04,revenue,Online / Digital Sales,Rev txn,4928.86
2025-03-12,revenue,Consulting / Retainers,Rev txn,3621.72
2025-02-15,revenue,Online / Digital Sales,Rev txn,792.94
2025-08-26,revenue,Product Sales,Rev txn,2624.27
2025-10-12,expense,Salaries & Wages,Exp txn,175.77
2025-04-12,revenue,Subscription Income,Rev txn,4694.31
2025-06-17,revenue,Service Revenue,Rev txn,4334.3
2025-07-23,expense,Marketing & Advertising,Exp txn,162.41
2025-06-04,revenue,Consulting / Retainers,Rev txn,4679.78
2025-08-13,expense,Rent / Office Space,Exp txn,100.72
2025-01-28,expense,Salaries & Wages,Exp txn,1555.74
2025-04-10,expense,Marketing & Advertising,Exp txn,1746.49
2025-04-13,expense,Other Expense,Exp txn,1212.39
2025-06-03,expense,Marketing & Advertising,Exp txn,238.19
2025-11-17,revenue,Consulting / Retainers,Rev txn,647.69
2025-11-19,revenue,Product Sales,Rev txn,1484.43
2025-04-11,expense,Rent / Office Space,Exp txn,82.93
2025-04-20,revenue,Consulting / Retainers,Rev txn,4178.84
2025-01-13,revenue,Product Sales,Rev txn,4487.32
2025-09-13,revenue,Other Revenue,Rev txn,3405.61
2025-04-17,expense,Other Expense,Exp txn,371.6
2025-05-06,revenue,Online / Digital Sales,Rev txn,1207.02
2025-06-12,expense,Cost of Goods Sold (COGS),Exp txn,1435.07
2025-10-11,revenue,Subscription Income,Rev txn,1591.74
2025-05-20,expense,Software & Subscriptions,Exp txn,1914.98
2025-02-06,revenue,Other Revenue,Rev txn,1654.15
2025-03-05,expense,Salaries & Wages,Exp txn,1051.28
2025-11-17,revenue,Product Sales,Rev txn,4274.74
2025-09-27,revenue,Consulting / Retainers,Rev txn,495.33
2025-01-17,revenue,Online / Digital Sales,Rev txn,3651.88
2025-01-25,expense,Marketing & Advertising,Exp txn,1649.02
2025-03-04,revenue,Other Revenue,Rev txn,3754.07
2025-08-18,revenue,Subscription Income,Rev txn,4001.2
2025-08-12,revenue,Online / Digital Sales,Rev txn,1689.5
2025-04-01,expense,Software & Subscriptions,Exp txn,1610.95
2025-05-30,revenue,Other Revenue,Rev txn,1104.12
2025-04-07,revenue,Other Revenue,Rev txn,3581.18
2025-09-27,revenue,Service Revenue,Rev txn,4182.28
2025-08-01,revenue,Product Sales,Rev txn,4476.87
2025-07-26,expense,Other Expense,Exp txn,1320.4
2025-09-09,revenue,Other Revenue,Rev txn,1664.35
2025-12-13,expense,Marketing & Advertising,Exp txn,209.73
2025-03-17,revenue,Subscription Income,Rev txn,809.75
2025-10-14,revenue,Subscription Income,Rev txn,714.67
2025-11-02,revenue,Other Revenue,Rev txn,302.23
2025-12-04,revenue,Subscription Income,Rev txn,1014.88
2025-10-18,expense,Other Expense,Exp txn,1660.57
2025-12-17,expense,Salaries & Wages,Exp txn,1668.88
2025-02-02,revenue,Product Sales,Rev txn,4719.84
2025-03-09,expense,Salaries & Wages,Exp txn,474.02
2025-05-04,revenue,Service Revenue,Rev txn,3474.33
2025-06-06,expense,Software & Subscriptions,Exp txn,950.5
2025-02-18,expense,Rent / Office Space,Exp txn,1502.09
2025-06-01,expense,Rent / Office Space,Exp txn,197.23
2025-02-03,revenue,Product Sales,Rev txn,3794.63
2025-07-31,expense,Cost of Goods Sold (COGS),Exp txn,206.77
2025-08-22,expense,Other Expense,Exp txn,1680.22
2025-04-19,revenue,Subscription Income,Rev txn,4870.56
2025-02-12,revenue,Consulting / Retainers,Rev txn,2405.39
2025-11-10,revenue,Consulting / Retainers,Rev txn,3298.06
2025-02-16,revenue,Product Sales,Rev txn,4048.28
2025-06-26,revenue,Service Revenue,Rev txn,1920.48
2025-02-02,revenue,Other Revenue,Rev txn,239.91
2025-11-20,revenue,Online / Digital Sales,Rev txn,3173.69
2025-01-17,expense,Cost of Goods Sold (COGS),Exp txn,801.32
2025-09-11,revenue,Service Revenue,Rev txn,969.67
2025-06-21,expense,Marketing & Advertising,Exp txn,1891.07
2025-10-22,revenue,Online / Digital Sales,Rev txn,3467.96
2025-08-06,revenue,Consulting / Retainers,Rev txn,4672.76
2025-08-01,revenue,Product Sales,Rev txn,306.72
2025-10-15,revenue,Product Sales,Rev txn,4490.2
2025-10-10,expense,Software & Subscriptions,Exp txn,469.14
2025-01-23,revenue,Online / Digital Sales,Rev txn,3482.43
2025-04-22,expense,Salaries & Wages,Exp txn,36.96
2025-07-05,revenue,Other Revenue,Rev txn,4819.2
2025-06-21,expense,Other Expense,Exp txn,1743.63
2025-09-15,revenue,Subscription Income,Rev txn,4215.62
2025-07-09,revenue,Online / Digital Sales,Rev txn,2582.75
2025-10-26,expense,Rent / Office Space,Exp txn,103.39
2025-01-16,expense,Cost of Goods Sold (COGS),Exp txn,804.21
2025-03-29,revenue,Online / Digital Sales,Rev txn,2297.57
2025-11-26,expense,Marketing & Advertising,Exp txn,1368.01
2025-12-25,revenue,Product Sales,Rev txn,2418.24
2025-03-22,revenue,Consulting / Retainers,Rev txn,3730.61
2025-07-31,revenue,Online / Digital Sales,Rev txn,4619.41
2025-08-26,expense,Rent / Office Space,Exp txn,1888.78
2025-12-11,expense,Salaries & Wages,Exp txn,748.72
2025-01-18,revenue,Other Revenue,Rev txn,2850.25
2025-04-07,expense,Marketing & Advertising,Exp txn,1904.71
2025-11-29,expense,Software & Subscriptions,Exp txn,852.87
2025-03-11,revenue,Online / Digital Sales,Rev txn,2675.3
2025-09-13,expense,Other Expense,Exp txn,43.61
2025-02-15,revenue,Product Sales,Rev txn,3145.48
2025-08-11,revenue,Service Revenue,Rev txn,4506.42
2025-06-18,revenue,Other Revenue,Rev txn,2439.18
2025-05-12,expense,Salaries & Wages,Exp txn,1824.07
2025-04-26,expense,Rent / Office Space,Exp txn,1250.62
2025-12-03,expense,Rent / Office Space,Exp txn,126.99
2025-04-18,revenue,Other Revenue,Rev txn,3271.99
2025-03-12,expense,Salaries & Wages,Exp txn,1556.07
2025-04-19,expense,Marketing & Advertising,Exp txn,393.25
2025-05-08,expense,Software & Subscriptions,Exp txn,348.92
2025-01-26,expense,Other Expense,Exp txn,1570.66
2025-07-04,expense,Software & Subscriptions,Exp txn,1899.23
2025-05-06,expense,Salaries & Wages,Exp txn,580.72
2025-09-01,revenue,Subscription Income,Rev txn,4593.51
2025-08-29,revenue,Product Sales,Rev txn,1893.71
2025-10-30,expense,Cost of Goods Sold (COGS),Exp txn,1636.04
2025-02-15,revenue,Online / Digital Sales,Rev txn,3114.27
2025-09-25,expense,Software & Subscriptions,Exp txn,1819.99
2025-11-06,revenue,Service Revenue,Rev txn,2882.73
2025-03-19,revenue,Product Sales,Rev txn,3431.38
2025-04-23,expense,Other Expense,Exp txn,823.1
2025-09-03,revenue,Product Sales,Rev txn,2525.0
2025-09-06,expense,Other Expense,Exp txn,1633.13
2025-10-28,expense,Marketing & Advertising,Exp txn,489.0
2025-05-02,expense,Salaries & Wages,Exp txn,947.72
2025-05-11,revenue,Online / Digital Sales,Rev txn,1091.41
2025-04-22,expense,Marketing & Advertising,Exp txn,1477.1
2025-05-26,revenue,Consulting / Retainers,Rev txn,3048.46
2025-10-13,revenue,Consulting / Retainers,Rev txn,815.05
2025-07-30,revenue,Other Revenue,Rev txn,1402.6
2025-07-04,revenue,Service Revenue,Rev txn,73.1
2025-08-22,revenue,Product Sales,Rev txn,4268.04
2025-11-25,expense,Cost of Goods Sold (COGS),Exp txn,1283.3
2025-12-14,expense,Cost of Goods Sold (COGS),Exp txn,42.13
2025-07-22,revenue,Product Sales,Rev txn,1013.92
2025-01-08,revenue,Product Sales,Rev txn,2450.25
