date,type,category,description,amount
2025-08-31,revenue,Other Revenue,Rev txn,4417.8
2025-08-13,expense,Salaries & Wages,Exp txn,1426.5
2025-06-16,revenue,Subscription Income,Rev txn,3115.34
2025-04-29,revenue,Online / Digital Sales,Rev txn,3498.13
2025-12-28,revenue,Consulting / Retainers,Rev txn,4648.12
2025-02-01,revenue,Online / Digital Sales,Rev txn,1780.81
2025-10-27,revenue,Online / Digital Sales,Rev txn,2795.28
2025-08-01,revenue,Online / Digital Sales,Rev txn,3788.56
2025-09-23,expense,Marketing & Advertising,Exp txn,114.46
2025-10-06,revenue,Online / Digital Sales,Rev txn,205.49
2025-03-02,expense,Salaries & Wages,Exp txn,1127.73
2025-06-14,revenue,Other Revenue,Rev txn,3821.71
2025-11-25,expense,Marketing & Advertising,Exp txn,1560.49
2025-05-14,expense,Other Expense,Exp txn,1780.08
2025-03-13,expense,Other Expense,Exp txn,252.53
2025-08-18,revenue,Consulting / Retainers,Rev txn,1278.43
2025-04-09,expense,Marketing & Advertising,Exp txn,624.0
2025-05-21,expense,Cost of Goods Sold (COGS),Exp txn,1609.29
2025-10-03,expense,Software & Subscriptions,Exp txn,530.94
2025-11-23,expense,Cost of Goods Sold (COGS),Exp txn,867.55
2025-05-31,revenue,Consulting / Retainers,Rev txn,1220.08
2025-12-08,expense,Cost of Goods Sold (COGS),Exp txn,779.42
2025-01-13,expense,Software & Subscriptions,Exp txn,819.75
2025-05-20,expense,Software & Subscriptions,Exp txn,662.65
2025-05-23,revenue,Subscription Income,Rev txn,999.61
2025-12-03,revenue,Online / Digital Sales,Rev txn,3351.12
2025-03-19,expense,Rent / Office Space,Exp txn,1858.91
2025-10-18,expense,Marketing & Advertising,Exp txn,1096.57
2025-01-29,revenue,Product Sales,Rev txn,4468.67
2025-05-01,expense,Software & Subscriptions,Exp txn,1732.94
2025-09-07,revenue,Subscription Income,Rev txn,1950.69
2025-05-12,expense,Other Expense,Exp txn,920.78
2025-05-21,revenue,Subscription Income,Rev txn,3877.97
2025-10-08,expense,Marketing & Advertising,Exp txn,711.59
2025-09-04,revenue,Consulting / Retainers,Rev txn,2195.94
2025-07-12,revenue,Other Revenue,Rev txn,4204.18
2025-02-22,expense,Salaries & Wages,Exp txn,1379.21
2025-10-04,expense,Salaries & Wages,Exp txn,1003.1
2025-07-28,revenue,Consulting / Retainers,Rev txn,2237.09
2025-11-28,revenue,Service Revenue,Rev txn,2661.99
2025-10-20,revenue,Other Revenue,Rev txn,3360.92
2025-05-02,revenue,Online / Digital Sales,Rev txn,2679.07
2025-07-31,revenue,Consulting / Retainers,Rev txn,1761.15
2025-02-05,revenue,Service Revenue,Rev txn,3394.35
2025-08-27,revenue,Consulting / Retainers,Rev txn,2459.02
2025-06-28,revenue,Product Sales,Rev txn,4602.11
2025-06-16,expense,Software & Subscriptions,Exp txn,349.32
2025-03-18,expense,Salaries & Wages,Exp txn,1002.53
2025-05-17,revenue,Subscription Income,Rev txn,1235.29
2025-01-23,revenue,Other Revenue,Rev txn,1791.46
2025-08-28,revenue,Other Revenue,Rev txn,806.56
2025-12-12,expense,Software & Subscriptions,Exp txn,1528.61
2025-12-01,expense,Other Expense,Exp txn,1765.86
2025-09-24,expense,Salaries & Wages,Exp txn,1112.5
2025-02-20,expense,Other Expense,Exp txn,1652.22
2025-04-16,revenue,Product Sales,Rev txn,3426.23
2025-09-12,revenue,Consulting / Retainers,Rev txn,2869.89
2025-11-27,revenue,Product Sales,Rev txn,1605.21
2025-07-31,expense,Rent / Office Space,Exp txn,744.13
2025-11-02,revenue,Consulting / Retainers,Rev txn,265.08
2025-12-08,revenue,Consulting / Retainers,Rev txn,2028.28
2025-05-01,revenue,Product Sales,Rev txn,796.61
2025-03-10,expense,Marketing & Advertising,Exp txn,1393.82
2025-01-30,revenue,Consulting / Retainers,Rev txn,2714.19
2025-10-20,revenue,Consulting / Retainers,Rev txn,331.55
2025-08-11,expense,Rent / Office Space,Exp txn,1384.1
2025-10-21,expense,Cost of Goods Sold (COGS),Exp txn,742.36
